started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2023-02-01 04:30:53.368000+00:00,2023-02-01 04:37:50.813000+00:00,417,812,Hans Hauges gate,Jens Rolfens gate 6,60.40190553013225,5.324747767839426,151,Småstrandgaten,ved Xhibiton,60.39309812241306,5.327022724925882
2023-02-01 04:52:40.402000+00:00,2023-02-01 04:56:21.945000+00:00,221,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39291769029913,5.323669092809325,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565
2023-02-01 04:53:51.086000+00:00,2023-02-01 04:59:02.031000+00:00,310,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649
2023-02-01 04:57:27.619000+00:00,2023-02-01 05:05:10.333000+00:00,462,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734
2023-02-01 04:59:32.446000+00:00,2023-02-01 05:03:15.320000+00:00,222,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525,151,Småstrandgaten,ved Xhibiton,60.39309812241306,5.327022724925882
2023-02-01 05:01:31.178000+00:00,2023-02-01 05:04:13.010000+00:00,161,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616
2023-02-01 05:05:15.733000+00:00,2023-02-01 05:09:45.998000+00:00,270,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616
2023-02-01 05:16:44.593000+00:00,2023-02-01 05:25:18.238000+00:00,513,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.38316244112318,5.324053067317891,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753
2023-02-01 05:17:41.664000+00:00,2023-02-01 05:20:42.367000+00:00,180,1891,Rosenbergsgaten,I nærheten av Rosenbergsgaten 34,60.38904687509401,5.321882967938819,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2023-02-01 05:20:03.092000+00:00,2023-02-01 05:37:41.012000+00:00,1057,812,Hans Hauges gate,Jens Rolfens gate 6,60.40190553013225,5.324747767839426,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753
