started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-08-01 03:07:19.571000+00:00,2021-08-01 03:21:04.226000+00:00,824,644,Solheimsgaten COOP Extra,Utenfor COOP Extra,60.37514055132067,5.338517421420761,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467341026586,5.310007717995973
2021-08-01 04:12:12.229000+00:00,2021-08-01 04:25:54.450000+00:00,822,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907
2021-08-01 04:12:17.146000+00:00,2021-08-01 04:25:33.834000+00:00,796,644,Solheimsgaten COOP Extra,Utenfor COOP Extra,60.37514055132067,5.338517421420761,221,Sandvikstorget,ved Norges Fiskerimuseum,60.408582102784685,5.322648583141813
2021-08-01 04:17:13.532000+00:00,2021-08-01 04:23:26.836000+00:00,373,22,Skur 11,Nord for skur 11,60.396384231131684,5.324169337618514,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2021-08-01 04:21:54.017000+00:00,2021-08-01 04:26:45.399000+00:00,291,640,Damsgårdsveien,Ved inngang Bunnpris,60.381511501995426,5.3194353641521275,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649
2021-08-01 04:26:20.442000+00:00,2021-08-01 04:33:40.158000+00:00,439,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.38316244112318,5.324053067317891,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753
2021-08-01 04:30:07.062000+00:00,2021-08-01 04:48:33.272000+00:00,1106,7,Neumannsgate,Ved Konsertpaleet,60.39138580667719,5.319194867192266,645,Odontologen,Utenfor Odentologen,60.38103776618004,5.35905189499951
2021-08-01 04:30:25.882000+00:00,2021-08-01 04:44:51.870000+00:00,865,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155,8,Haukeland sykehus,Ved HUD-bygget,60.373637920628255,5.35659456239955
2021-08-01 04:33:47.993000+00:00,2021-08-01 04:43:20.375000+00:00,572,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525
2021-08-01 04:40:41.072000+00:00,2021-08-01 04:46:12.684000+00:00,331,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.39770902893835,5.32200057798218
2021-08-01 04:43:18.487000+00:00,2021-08-01 04:48:27.722000+00:00,309,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372
2021-08-01 04:45:04.463000+00:00,2021-08-01 04:56:35.881000+00:00,691,5,Solheimsviken,Utenfor Beddingen,60.377068234898445,5.335538507194286,212,Klosteret,Strangehagen,60.395137943082446,5.314946630388022
2021-08-01 04:47:08.305000+00:00,2021-08-01 04:50:55.702000+00:00,227,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646,368,Festplassen,Festplassen,60.391123958982405,5.325713785893413
2021-08-01 04:53:23.810000+00:00,2021-08-01 05:05:24.156000+00:00,720,156,Allehelgens plass,ved Politihuset,60.39265146337743,5.328976911981613,644,Solheimsgaten COOP Extra,Utenfor COOP Extra,60.37514055132067,5.338517421420761
2021-08-01 05:01:34.226000+00:00,2021-08-01 05:04:15.232000+00:00,161,795,Fosswinckels gate,I gågate,60.38658166593217,5.327978744635743,793,Zander Kaaes gate,Zander Kaaes Hotel,60.390108717939874,5.3353874337574325
